"","X","Unnamed..0","node","ethcat","agecat","treat","Trade_sex","Group_sex","degree","age.gp1","age.gp2","age.gp3","age.gp4","black","white","other","Tr","NoTr","Trade","NoTrade","Group","NoGroup","net"
"1240",728,729,729,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,0,3,2,1,4,0,0,5,1,4,3,2,1
"1241",979,980,980,"white","age.gp4","NoTr","NoTrade","NoGroup",10,1,2,3,4,0,8,2,2,8,0,10,9,1,1
"1242",994,995,995,"white","age.gp4","NoTr","NoTrade","NoGroup",5,2,0,2,1,0,5,0,3,2,1,4,4,1,1
"1243",1138,1139,1139,"white","age.gp1","NoTr","NoTrade","NoGroup",14,7,5,1,1,2,9,3,4,10,1,13,9,5,1
"1244",2221,2222,2222,"black","age.gp4","NoTr","Trade","Group",12,2,2,3,5,4,7,1,4,8,1,11,8,4,1
"1245",2859,2860,2860,"white","age.gp1","Tr","NoTrade","NoGroup",13,7,1,5,0,3,8,2,1,12,2,11,8,5,1
"1246",2954,2955,2955,"white","age.gp2","Tr","NoTrade","Group",24,2,10,9,3,2,22,0,7,17,0,24,16,8,1
"1247",196,197,197,"other","age.gp2","Tr","NoTrade","NoGroup",2,0,0,2,0,0,2,0,0,2,0,2,1,1,1
"1248",197,198,198,"other","age.gp2","Tr","NoTrade","NoGroup",10,1,4,4,1,1,9,0,3,7,0,10,7,3,1
"1249",1004,1005,1005,"white","age.gp1","Tr","NoTrade","Group",26,14,5,4,3,4,15,7,5,21,1,25,9,17,1
"1250",1211,1212,1212,"white","age.gp4","NoTr","NoTrade","NoGroup",15,0,3,3,9,1,13,1,7,8,1,14,12,3,1
"1251",1399,1400,1400,"white","age.gp3","NoTr","NoTrade","Group",21,3,6,7,5,3,17,1,5,16,3,18,12,9,1
"1252",1543,1544,1544,"white","age.gp2","NoTr","NoTrade","NoGroup",9,3,2,2,2,0,7,2,4,5,0,9,4,5,1
"1253",1546,1547,1547,"white","age.gp3","NoTr","NoTrade","Group",16,0,5,7,4,0,16,0,7,9,0,16,13,3,1
"1254",1684,1685,1685,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,1,0,1
"1255",2704,2705,2705,"white","age.gp4","NoTr","NoTrade","Group",12,1,2,2,7,2,9,1,5,7,0,12,7,5,1
"1256",2893,2894,2894,"other","age.gp1","NoTr","NoTrade","NoGroup",4,1,1,1,1,1,3,0,1,3,1,3,2,2,1
"1257",155,156,156,"white","age.gp3","NoTr","NoTrade","Group",20,1,9,5,5,2,15,3,9,11,2,18,12,8,1
"1258",1058,1059,1059,"white","age.gp4","NoTr","NoTrade","Group",15,0,4,4,7,0,15,0,5,10,1,14,11,4,1
"1259",1240,1241,1241,"white","age.gp2","Tr","NoTrade","NoGroup",7,1,3,2,1,0,6,1,4,3,0,7,5,2,1
"1260",1441,1442,1442,"white","age.gp3","Tr","NoTrade","NoGroup",10,2,3,3,2,1,9,0,4,6,1,9,5,5,1
"1261",1735,1736,1736,"white","age.gp3","Tr","NoTrade","Group",19,1,5,5,8,5,13,1,3,16,2,17,13,6,1
"1262",1965,1966,1966,"white","age.gp4","Tr","NoTrade","NoGroup",4,0,1,2,1,0,3,1,1,3,1,3,3,1,1
"1263",2016,2017,2017,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,1,1,1,2,0,2,1,0,3,2,1,1
"1264",2071,2072,2072,"white","age.gp3","Tr","NoTrade","Group",21,4,10,4,3,4,13,4,8,13,0,21,12,9,1
"1265",2230,2231,2231,"black","age.gp4","NoTr","Trade","Group",11,0,5,1,5,7,4,0,2,9,2,9,7,4,1
"1266",2350,2351,2351,"white","age.gp3","Tr","NoTrade","NoGroup",13,0,3,3,7,3,9,1,4,9,0,13,8,5,1
"1267",2803,2804,2804,"other","age.gp2","NoTr","NoTrade","NoGroup",3,1,1,1,0,0,3,0,0,3,0,3,2,1,1
"1268",2811,2812,2812,"other","age.gp2","NoTr","NoTrade","NoGroup",9,0,5,3,1,1,8,0,4,5,1,8,7,2,1
"1269",916,917,917,"white","age.gp1","NoTr","Trade","NoGroup",7,5,1,1,0,1,3,3,1,6,2,5,6,1,1
"1270",1077,1078,1078,"white","age.gp4","NoTr","NoTrade","Group",10,2,2,1,5,2,8,0,4,6,0,10,8,2,1
"1271",1213,1214,1214,"white","age.gp4","NoTr","NoTrade","NoGroup",1,1,0,0,0,0,1,0,0,1,0,1,1,0,1
"1272",1288,1289,1289,"white","age.gp4","NoTr","NoTrade","Group",13,2,3,2,6,0,10,3,7,6,0,13,8,5,1
"1273",1384,1385,1385,"white","age.gp1","NoTr","NoTrade","NoGroup",11,6,3,1,1,0,9,2,2,9,2,9,6,5,1
"1274",1728,1729,1729,"white","age.gp3","Tr","NoTrade","Group",17,2,6,3,6,1,14,2,7,10,1,16,12,5,1
"1275",1739,1740,1740,"white","age.gp3","Tr","NoTrade","Group",17,4,5,4,4,2,14,1,3,14,2,15,10,7,1
"1276",1855,1856,1856,"white","age.gp3","NoTr","NoTrade","Group",21,3,9,8,1,3,15,3,10,11,2,19,15,6,1
"1277",1906,1907,1907,"other","age.gp2","NoTr","NoTrade","NoGroup",3,1,1,1,0,0,3,0,1,2,0,3,3,0,1
"1278",2469,2470,2470,"white","age.gp1","NoTr","NoTrade","NoGroup",8,3,1,2,2,0,7,1,4,4,0,8,4,4,1
"1279",2900,2901,2901,"other","age.gp1","NoTr","NoTrade","NoGroup",3,2,0,1,0,0,3,0,0,3,1,2,3,0,1
"1280",158,159,159,"white","age.gp1","NoTr","NoTrade","Group",26,16,4,2,4,2,16,8,9,17,1,25,10,16,1
"1281",168,169,169,"white","age.gp3","NoTr","NoTrade","NoGroup",10,1,5,1,3,1,9,0,6,4,1,9,9,1,1
"1282",283,284,284,"white","age.gp2","Tr","NoTrade","Group",20,2,6,9,3,1,15,4,7,13,2,18,12,8,1
"1283",458,459,459,"white","age.gp1","NoTr","NoTrade","NoGroup",7,6,1,0,0,0,5,2,0,7,1,6,3,4,1
"1284",645,646,646,"other","age.gp1","NoTr","Trade","Group",7,3,2,2,0,0,7,0,4,3,0,7,4,3,1
"1285",744,745,745,"white","age.gp2","Tr","NoTrade","Group",18,4,7,4,3,1,16,1,5,13,0,18,12,6,1
"1286",1247,1248,1248,"white","age.gp1","NoTr","NoTrade","NoGroup",15,7,5,2,1,1,11,3,3,12,1,14,8,7,1
"1287",1885,1886,1886,"other","age.gp1","NoTr","NoTrade","Group",16,9,6,0,1,1,15,0,6,10,2,14,10,6,1
"1288",2437,2438,2438,"white","age.gp4","NoTr","NoTrade","NoGroup",5,1,2,1,1,0,5,0,1,4,0,5,5,0,1
"1289",2533,2534,2534,"other","age.gp1","NoTr","NoTrade","NoGroup",4,3,1,0,0,1,3,0,2,2,2,2,4,0,1
"1290",2875,2876,2876,"white","age.gp1","NoTr","NoTrade","NoGroup",6,3,2,1,0,0,6,0,3,3,2,4,4,2,1
"1291",2895,2896,2896,"other","age.gp1","NoTr","NoTrade","NoGroup",4,1,2,1,0,1,3,0,0,4,0,4,3,1,1
"1292",2903,2904,2904,"other","age.gp1","NoTr","NoTrade","NoGroup",2,1,1,0,0,0,2,0,1,1,0,2,2,0,1
"1293",2976,2977,2977,"white","age.gp1","NoTr","NoTrade","Group",23,9,5,4,5,2,19,2,10,13,4,19,17,6,1
"1294",638,639,639,"other","age.gp1","NoTr","Trade","Group",4,2,1,1,0,1,3,0,0,4,0,4,2,2,1
"1295",1003,1004,1004,"white","age.gp1","Tr","NoTrade","Group",26,14,5,4,3,2,19,5,7,19,6,20,17,9,1
"1296",1016,1017,1017,"white","age.gp1","NoTr","NoTrade","NoGroup",4,3,1,0,0,0,3,1,0,4,0,4,2,2,1
"1297",1312,1313,1313,"white","age.gp1","NoTr","NoTrade","NoGroup",16,11,2,1,2,1,12,3,5,11,0,16,5,11,1
"1298",1343,1344,1344,"white","age.gp1","Tr","NoTrade","NoGroup",1,1,0,0,0,0,1,0,0,1,0,1,1,0,1
"1299",1521,1522,1522,"black","age.gp4","NoTr","NoTrade","NoGroup",1,1,0,0,0,0,1,0,0,1,0,1,1,0,1
"1300",1642,1643,1643,"other","age.gp2","NoTr","NoTrade","NoGroup",8,2,2,2,2,0,7,1,3,5,1,7,3,5,1
"1301",2046,2047,2047,"white","age.gp4","Tr","NoTrade","Group",7,1,0,2,4,0,7,0,2,5,0,7,6,1,1
"1302",2493,2494,2494,"other","age.gp1","NoTr","NoTrade","NoGroup",6,1,3,2,0,0,6,0,3,3,0,6,6,0,1
"1303",2532,2533,2533,"other","age.gp1","NoTr","NoTrade","NoGroup",3,1,1,1,0,1,2,0,1,2,0,3,2,1,1
"1304",2767,2768,2768,"white","age.gp1","NoTr","NoTrade","NoGroup",7,5,0,1,1,1,4,2,1,6,0,7,4,3,1
"1305",2858,2859,2859,"white","age.gp1","Tr","NoTrade","NoGroup",12,7,2,0,3,0,9,3,2,10,2,10,8,4,1
"1306",2861,2862,2862,"white","age.gp1","Tr","NoTrade","NoGroup",11,10,0,0,1,0,6,5,1,10,0,11,6,5,1
"1307",2886,2887,2887,"white","age.gp1","NoTr","NoTrade","Group",21,13,0,3,5,1,16,4,7,14,1,20,8,13,1
"1308",2896,2897,2897,"other","age.gp1","NoTr","NoTrade","NoGroup",5,2,1,0,2,1,4,0,4,1,1,4,5,0,1
"1309",2910,2911,2911,"other","age.gp1","NoTr","NoTrade","NoGroup",5,3,1,0,1,1,4,0,2,3,1,4,2,3,1
"1310",159,160,160,"white","age.gp1","NoTr","NoTrade","Group",25,15,4,2,4,1,19,5,9,16,4,21,15,10,1
"1311",459,460,460,"white","age.gp1","NoTr","NoTrade","NoGroup",11,5,1,2,3,0,9,2,8,3,0,11,8,3,1
"1312",1064,1065,1065,"white","age.gp4","NoTr","NoTrade","Group",12,2,2,1,7,0,12,0,4,8,1,11,8,4,1
"1313",1141,1142,1142,"white","age.gp1","NoTr","NoTrade","NoGroup",15,6,5,2,2,1,13,1,8,7,1,14,10,5,1
"1314",1255,1256,1256,"white","age.gp1","Tr","Trade","Group",18,14,1,2,1,1,13,4,3,15,2,16,9,9,1
"1315",1596,1597,1597,"black","age.gp1","Tr","Trade","NoGroup",10,8,1,1,0,5,3,2,4,6,1,9,3,7,1
"1316",1725,1726,1726,"white","age.gp1","Tr","NoTrade","NoGroup",14,6,1,5,2,0,13,1,5,9,1,13,9,5,1
"1317",1881,1882,1882,"other","age.gp1","NoTr","NoTrade","Group",11,3,3,3,2,2,9,0,2,9,0,11,8,3,1
"1318",2497,2498,2498,"other","age.gp1","NoTr","NoTrade","NoGroup",4,2,1,1,0,0,4,0,1,3,0,4,3,1,1
"1319",2784,2785,2785,"white","age.gp3","NoTr","NoTrade","Group",17,5,4,4,4,1,14,2,6,11,1,16,8,9,1
"1320",160,161,161,"white","age.gp1","NoTr","NoTrade","Group",23,6,5,5,7,0,18,5,14,9,3,20,16,7,1
"1321",266,267,267,"white","age.gp4","NoTr","NoTrade","NoGroup",4,1,0,1,2,0,4,0,1,3,0,4,2,2,1
"1322",895,896,896,"other","age.gp1","Tr","NoTrade","NoGroup",7,4,0,3,0,1,6,0,1,6,1,6,4,3,1
"1323",1254,1255,1255,"white","age.gp1","Tr","Trade","Group",25,13,3,6,3,2,22,1,3,22,2,23,15,10,1
"1324",1585,1586,1586,"white","age.gp4","Tr","NoTrade","Group",15,4,0,1,10,0,13,2,6,9,2,13,13,2,1
"1325",1590,1591,1591,"white","age.gp4","Tr","NoTrade","Group",8,2,2,2,2,0,7,1,2,6,0,8,4,4,1
"1326",2256,2257,2257,"white","age.gp4","Tr","NoTrade","Group",9,2,2,2,3,1,7,1,6,3,1,8,8,1,1
"1327",2298,2299,2299,"other","age.gp2","Tr","NoTrade","Group",7,1,3,2,1,1,6,0,0,7,0,7,6,1,1
"1328",2483,2484,2484,"other","age.gp1","NoTr","NoTrade","NoGroup",4,2,0,1,1,1,3,0,0,4,0,4,2,2,1
"1329",2547,2548,2548,"other","age.gp1","NoTr","NoTrade","NoGroup",5,2,1,1,1,0,5,0,2,3,0,5,4,1,1
"1330",657,658,658,"white","age.gp2","Tr","NoTrade","NoGroup",15,1,4,8,2,3,11,1,7,8,1,14,10,5,1
"1331",1738,1739,1739,"white","age.gp3","Tr","NoTrade","Group",20,4,7,6,3,4,13,3,9,11,1,19,8,12,1
"1332",1818,1819,1819,"black","age.gp4","NoTr","NoTrade","NoGroup",5,1,0,1,3,3,2,0,1,4,0,5,1,4,1
"1333",1997,1998,1998,"black","age.gp4","NoTr","NoTrade","NoGroup",4,0,1,2,1,2,2,0,0,4,0,4,3,1,1
"1334",2141,2142,2142,"other","age.gp2","NoTr","NoTrade","NoGroup",2,0,0,2,0,0,2,0,0,2,0,2,1,1,1
"1335",684,685,685,"white","age.gp4","Tr","NoTrade","Group",5,0,2,1,2,0,5,0,4,1,0,5,3,2,1
"1336",1647,1648,1648,"other","age.gp2","NoTr","NoTrade","NoGroup",4,0,3,1,0,0,4,0,0,4,0,4,3,1,1
"1337",2323,2324,2324,"white","age.gp1","NoTr","NoTrade","NoGroup",6,2,0,4,0,0,5,1,3,3,0,6,3,3,1
"1338",163,164,164,"white","age.gp3","NoTr","NoTrade","NoGroup",10,0,4,3,3,1,8,1,6,4,0,10,8,2,1
"1339",280,281,281,"white","age.gp2","Tr","NoTrade","Group",17,1,8,6,2,1,15,1,9,8,0,17,13,4,1
"1340",672,673,673,"white","age.gp4","Tr","NoTrade","Group",13,2,3,6,2,2,8,3,3,10,1,12,6,7,1
"1341",2924,2925,2925,"white","age.gp4","NoTr","NoTrade","Group",12,2,3,2,5,0,10,2,7,5,1,11,8,4,1
"1342",1353,1354,1354,"black","age.gp4","NoTr","NoTrade","Group",7,0,0,3,4,5,2,0,1,6,0,7,4,3,1
"1343",1610,1611,1611,"white","age.gp3","Tr","NoTrade","NoGroup",5,1,3,1,0,0,3,2,2,3,0,5,2,3,1
"1344",1782,1783,1783,"white","age.gp4","Tr","NoTrade","Group",10,2,0,2,6,2,7,1,1,9,2,8,6,4,1
"1345",2039,2040,2040,"white","age.gp4","Tr","NoTrade","Group",7,0,0,2,5,1,6,0,1,6,0,7,5,2,1
"1346",2482,2483,2483,"other","age.gp1","NoTr","NoTrade","NoGroup",7,4,1,2,0,1,6,0,0,7,1,6,2,5,1
"1347",2622,2623,2623,"white","age.gp4","NoTr","NoTrade","NoGroup",6,0,3,1,2,0,5,1,3,3,0,6,1,5,1
"1348",165,166,166,"white","age.gp3","NoTr","NoTrade","NoGroup",6,1,3,0,2,0,6,0,3,3,1,5,5,1,1
"1349",2925,2926,2926,"white","age.gp4","NoTr","NoTrade","Group",11,1,1,5,4,1,9,1,5,6,0,11,5,6,1
"1350",473,474,474,"black","age.gp3","NoTr","Trade","Group",9,0,5,3,1,6,2,1,1,8,0,9,3,6,1
"1351",623,624,624,"other","age.gp1","NoTr","Trade","Group",9,4,1,4,0,1,8,0,5,4,0,9,4,5,1
"1352",969,970,970,"white","age.gp2","Tr","NoTrade","Group",17,1,8,5,3,0,14,3,3,14,1,16,13,4,1
"1353",1553,1554,1554,"white","age.gp3","NoTr","NoTrade","Group",24,1,11,5,7,4,18,2,11,13,2,22,14,10,1
"1354",2351,2352,2352,"white","age.gp3","Tr","NoTrade","NoGroup",11,1,3,4,3,1,10,0,6,5,0,11,8,3,1
"1355",2471,2472,2472,"white","age.gp1","NoTr","NoTrade","NoGroup",10,5,2,2,1,0,7,3,6,4,1,9,2,8,1
"1356",167,168,168,"white","age.gp3","NoTr","NoTrade","NoGroup",7,2,4,1,0,1,5,1,3,4,0,7,6,1,1
"1357",234,235,235,"white","age.gp2","Tr","NoTrade","Group",15,0,5,6,4,1,13,1,6,9,1,14,10,5,1
"1358",965,966,966,"black","age.gp2","NoTr","NoTrade","Group",10,0,7,3,0,6,4,0,2,8,0,10,5,5,1
"1359",1877,1878,1878,"other","age.gp1","NoTr","NoTrade","Group",6,1,4,1,0,1,5,0,4,2,0,6,4,2,1
"1360",2327,2328,2328,"white","age.gp3","Tr","NoTrade","Group",21,2,8,4,7,1,18,2,5,16,0,21,11,10,1
"1361",1297,1298,1298,"white","age.gp4","NoTr","NoTrade","Group",15,1,1,6,7,0,14,1,6,9,0,15,10,5,1
"1362",2273,2274,2274,"black","age.gp2","Tr","Trade","Group",15,2,5,6,2,8,6,1,4,11,3,12,7,8,1
"1363",2830,2831,2831,"white","age.gp2","Tr","NoTrade","NoGroup",11,0,6,4,1,2,7,2,3,8,0,11,6,5,1
"1364",169,170,170,"white","age.gp3","NoTr","NoTrade","NoGroup",5,0,4,1,0,0,4,1,3,2,1,4,5,0,1
"1365",869,870,870,"other","age.gp2","Tr","NoTrade","Group",12,0,6,4,2,1,11,0,5,7,0,12,8,4,1
"1366",1413,1414,1414,"white","age.gp3","NoTr","NoTrade","Group",11,1,3,3,4,0,10,1,6,5,0,11,8,3,1
"1367",170,171,171,"white","age.gp3","NoTr","NoTrade","NoGroup",7,0,4,3,0,0,4,3,1,6,0,7,4,3,1
"1368",662,663,663,"white","age.gp2","NoTr","NoTrade","Group",26,3,13,6,4,3,21,2,7,19,2,24,17,9,1
"1369",824,825,825,"white","age.gp3","NoTr","NoTrade","NoGroup",11,0,3,5,3,2,9,0,4,7,1,10,8,3,1
"1370",1552,1553,1553,"white","age.gp3","NoTr","NoTrade","Group",14,1,5,7,1,0,14,0,5,9,2,12,12,2,1
"1371",2136,2137,2137,"other","age.gp2","NoTr","NoTrade","NoGroup",6,1,2,2,1,2,4,0,2,4,3,3,5,1,1
"1372",171,172,172,"white","age.gp3","NoTr","NoTrade","NoGroup",2,0,2,0,0,0,2,0,0,2,0,2,2,0,1
"1373",172,173,173,"white","age.gp3","NoTr","NoTrade","NoGroup",9,2,4,1,2,2,6,1,4,5,2,7,6,3,1
"1374",1703,1704,1704,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
"1375",1804,1805,1805,"white","age.gp2","Tr","NoTrade","Group",25,1,15,5,4,3,18,4,10,15,4,21,18,7,1
"1376",2223,2224,2224,"black","age.gp4","NoTr","Trade","Group",9,1,2,2,4,3,5,1,2,7,0,9,6,3,1
"1377",2544,2545,2545,"other","age.gp1","NoTr","NoTrade","NoGroup",3,1,1,1,0,0,3,0,0,3,0,3,1,2,1
"1378",173,174,174,"white","age.gp3","NoTr","NoTrade","NoGroup",10,3,2,3,2,0,9,1,2,8,1,9,5,5,1
"1379",194,195,195,"white","age.gp2","Tr","NoTrade","NoGroup",10,1,4,3,2,0,9,1,4,6,1,9,5,5,1
"1380",1470,1471,1471,"white","age.gp1","NoTr","NoTrade","NoGroup",12,5,4,2,1,0,9,3,6,6,2,10,7,5,1
"1381",1473,1474,1474,"white","age.gp1","NoTr","NoTrade","NoGroup",7,2,2,3,0,0,4,3,2,5,0,7,3,4,1
"1382",1884,1885,1885,"other","age.gp1","NoTr","NoTrade","Group",13,7,1,1,4,2,11,0,6,7,1,12,8,5,1
"1383",2953,2954,2954,"white","age.gp2","Tr","NoTrade","Group",24,2,12,4,6,2,22,0,7,17,2,22,17,7,1
"1384",2878,2879,2879,"white","age.gp2","NoTr","NoTrade","NoGroup",10,2,1,3,4,1,8,1,4,6,1,9,6,4,1
"1385",175,176,176,"white","age.gp3","NoTr","NoTrade","NoGroup",8,1,5,1,1,0,7,1,6,2,2,6,7,1,1
"1386",176,177,177,"white","age.gp3","Tr","NoTrade","NoGroup",10,1,5,2,2,2,7,1,4,6,2,8,5,5,1
"1387",2419,2420,2420,"white","age.gp3","NoTr","Trade","Group",15,2,9,2,2,1,10,4,8,7,1,14,10,5,1
"1388",2826,2827,2827,"other","age.gp2","NoTr","NoTrade","NoGroup",5,0,2,2,1,0,5,0,3,2,0,5,3,2,1
"1389",177,178,178,"white","age.gp3","Tr","NoTrade","NoGroup",11,1,6,2,2,0,9,2,4,7,0,11,6,5,1
"1390",1654,1655,1655,"other","age.gp2","NoTr","NoTrade","NoGroup",5,0,1,3,1,1,4,0,1,4,0,5,2,3,1
"1391",2749,2750,2750,"white","age.gp3","NoTr","NoTrade","NoGroup",5,0,2,3,0,0,5,0,1,4,1,4,4,1,1
"1392",2783,2784,2784,"white","age.gp3","NoTr","NoTrade","Group",17,2,4,6,5,3,13,1,5,12,3,14,11,6,1
"1393",2797,2798,2798,"white","age.gp2","NoTr","NoTrade","NoGroup",13,2,5,5,1,1,10,2,5,8,0,13,6,7,1
"1394",2831,2832,2832,"white","age.gp2","Tr","NoTrade","NoGroup",9,1,3,4,1,1,7,1,4,5,0,9,5,4,1
"1395",2911,2912,2912,"other","age.gp1","NoTr","NoTrade","NoGroup",4,2,1,1,0,0,4,0,2,2,0,4,2,2,1
"1396",554,555,555,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,1,0,0,1,0,1,1
"1397",1640,1641,1641,"other","age.gp2","NoTr","NoTrade","NoGroup",6,0,4,2,0,0,6,0,4,2,1,5,4,2,1
"1398",2144,2145,2145,"other","age.gp2","NoTr","NoTrade","NoGroup",4,0,3,1,0,1,3,0,4,0,0,4,2,2,1
"1399",179,180,180,"white","age.gp3","Tr","NoTrade","NoGroup",5,0,3,1,1,0,4,1,3,2,1,4,4,1,1
"1400",2161,2162,2162,"white","age.gp2","Tr","NoTrade","NoGroup",6,0,1,3,2,0,6,0,4,2,0,6,4,2,1
"1401",2294,2295,2295,"other","age.gp2","Tr","NoTrade","Group",13,0,4,6,3,1,12,0,11,2,0,13,8,5,1
"1402",180,181,181,"white","age.gp3","Tr","NoTrade","NoGroup",6,0,2,2,2,0,4,2,2,4,0,6,4,2,1
"1403",673,674,674,"white","age.gp4","Tr","NoTrade","Group",11,1,2,3,5,2,8,1,1,10,1,10,5,6,1
"1404",1650,1651,1651,"other","age.gp2","NoTr","NoTrade","NoGroup",6,0,3,1,2,2,4,0,3,3,0,6,3,3,1
"1405",268,269,269,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,1,0,0,1,0,1,1
"1406",867,868,868,"other","age.gp2","Tr","NoTrade","Group",10,1,5,2,2,1,9,0,5,5,1,9,7,3,1
"1407",2591,2592,2592,"white","age.gp3","NoTr","NoTrade","Group",20,0,12,6,2,2,16,2,12,8,1,19,14,6,1
"1408",182,183,183,"white","age.gp3","Tr","NoTrade","NoGroup",6,1,1,3,1,0,6,0,3,3,1,5,4,2,1
"1409",2265,2266,2266,"white","age.gp4","Tr","NoTrade","Group",14,3,2,5,4,2,10,2,4,10,0,14,7,7,1
"1410",183,184,184,"white","age.gp3","Tr","NoTrade","NoGroup",9,1,2,1,5,0,8,1,3,6,1,8,7,2,1
"1411",1082,1083,1083,"white","age.gp4","NoTr","NoTrade","Group",16,1,1,3,11,2,13,1,5,11,1,15,9,7,1
"1412",1234,1235,1235,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,1,1,0,3,0,1,2,0,3,2,1,1
"1413",1507,1508,1508,"white","age.gp4","NoTr","NoTrade","NoGroup",4,0,0,3,1,0,4,0,2,2,0,4,3,1,1
"1414",2472,2473,2473,"white","age.gp2","Tr","NoTrade","Group",18,2,6,5,5,2,14,2,9,9,2,16,10,8,1
"1415",2564,2565,2565,"white","age.gp4","NoTr","NoTrade","Group",6,0,1,3,2,1,5,0,2,4,0,6,2,4,1
"1416",2777,2778,2778,"white","age.gp3","NoTr","NoTrade","Group",14,1,5,5,3,0,13,1,7,7,2,12,9,5,1
"1417",1311,1312,1312,"white","age.gp1","NoTr","NoTrade","NoGroup",14,5,3,3,3,2,12,0,5,9,1,13,6,8,1
"1418",1574,1575,1575,"white","age.gp4","Tr","NoTrade","Group",10,0,2,3,5,1,9,0,3,7,1,9,8,2,1
"1419",1606,1607,1607,"white","age.gp3","Tr","NoTrade","NoGroup",4,2,0,2,0,0,4,0,3,1,2,2,2,2,1
"1420",1992,1993,1993,"white","age.gp4","Tr","NoTrade","NoGroup",8,0,3,2,3,0,8,0,3,5,0,8,7,1,1
"1421",2089,2090,2090,"black","age.gp3","NoTr","NoTrade","NoGroup",7,1,2,2,2,6,1,0,1,6,0,7,2,5,1
"1422",2502,2503,2503,"other","age.gp1","NoTr","NoTrade","NoGroup",6,1,0,3,2,0,6,0,3,3,0,6,5,1,1
"1423",2965,2966,2966,"white","age.gp2","NoTr","NoTrade","NoGroup",6,1,3,1,1,0,6,0,4,2,0,6,4,2,1
"1424",185,186,186,"white","age.gp3","Tr","NoTrade","NoGroup",5,1,1,1,2,0,5,0,2,3,2,3,3,2,1
"1425",307,308,308,"white","age.gp4","NoTr","NoTrade","Group",10,2,0,4,4,1,9,0,5,5,1,9,6,4,1
"1426",335,336,336,"white","age.gp2","Tr","NoTrade","NoGroup",13,1,3,5,4,0,11,2,4,9,2,11,8,5,1
"1427",1686,1687,1687,"white","age.gp4","NoTr","Trade","NoGroup",3,0,1,1,1,0,3,0,2,1,0,3,2,1,1
"1428",1305,1306,1306,"white","age.gp2","Tr","NoTrade","NoGroup",10,0,6,1,3,1,9,0,8,2,0,10,6,4,1
"1429",1908,1909,1909,"other","age.gp2","NoTr","NoTrade","NoGroup",7,0,3,2,2,0,7,0,6,1,0,7,6,1,1
"1430",2110,2111,2111,"white","age.gp2","NoTr","NoTrade","NoGroup",18,2,11,3,2,1,15,2,10,8,1,17,12,6,1
"1431",1067,1068,1068,"white","age.gp4","NoTr","NoTrade","Group",14,2,4,3,5,1,11,2,4,10,1,13,4,10,1
"1432",1095,1096,1096,"white","age.gp2","NoTr","NoTrade","Group",21,2,12,4,3,4,16,1,7,14,1,20,14,7,1
"1433",1558,1559,1559,"white","age.gp3","NoTr","NoTrade","Group",15,1,7,4,3,1,12,2,11,4,0,15,9,6,1
"1434",1630,1631,1631,"white","age.gp1","NoTr","NoTrade","NoGroup",12,6,3,2,1,1,9,2,5,7,2,10,6,6,1
"1435",1635,1636,1636,"black","age.gp1","Tr","NoTrade","NoGroup",10,6,1,2,1,6,3,1,3,7,1,9,4,6,1
"1436",2751,2752,2752,"white","age.gp3","NoTr","NoTrade","NoGroup",16,3,6,5,2,1,15,0,6,10,0,16,12,4,1
"1437",188,189,189,"white","age.gp3","Tr","NoTrade","NoGroup",6,1,1,0,4,0,5,1,3,3,0,6,4,2,1
"1438",671,672,672,"white","age.gp4","Tr","NoTrade","Group",13,1,3,2,7,3,9,1,5,8,1,12,8,5,1
"1439",1282,1283,1283,"white","age.gp4","NoTr","NoTrade","Group",8,0,1,3,4,1,6,1,3,5,0,8,3,5,1
"1440",2918,2919,2919,"white","age.gp1","NoTr","NoTrade","NoGroup",13,6,2,3,2,1,10,2,6,7,1,12,6,7,1
"1441",904,905,905,"other","age.gp1","Tr","NoTrade","NoGroup",3,2,0,1,0,0,3,0,1,2,0,3,0,3,1
"1442",2673,2674,2674,"white","age.gp3","NoTr","NoTrade","NoGroup",9,1,3,2,3,0,9,0,4,5,0,9,7,2,1
"1443",2821,2822,2822,"other","age.gp2","NoTr","NoTrade","NoGroup",5,0,4,1,0,1,4,0,2,3,0,5,3,2,1
"1444",190,191,191,"white","age.gp3","Tr","NoTrade","NoGroup",10,1,3,3,3,1,7,2,1,9,0,10,4,6,1
"1445",730,731,731,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,2,3,0,2,3,0,2,3,0,5,4,1,1
"1446",1207,1208,1208,"white","age.gp4","NoTr","NoTrade","NoGroup",4,1,1,1,1,0,4,0,3,1,0,4,2,2,1
"1447",1639,1640,1640,"other","age.gp2","NoTr","NoTrade","NoGroup",3,0,2,1,0,0,3,0,1,2,0,3,2,1,1
"1448",1940,1941,1941,"white","age.gp4","NoTr","NoTrade","Group",7,0,2,2,3,2,4,1,2,5,0,7,3,4,1
