,node,treat,degree,size_comm_tr,size_comm_no_tr,old_label,type_comm_tr,type_comm_no_tr
1465,1466,Tr,10,2522,2604,1061,large,large
1466,1467,Tr,11,2522,2604,2363,large,large
1467,1468,Tr,12,2522,2604,362,large,large
1468,1469,Tr,11,2522,2604,2446,large,large
1469,1470,Tr,20,2522,2604,1010,large,large
1470,1471,Tr,17,2522,2604,1318,large,large
1471,1472,NoTr,6,2522,2604,2635,large,large
1472,1473,Tr,7,2522,2604,2303,large,large
1473,1474,NoTr,12,2522,2604,597,large,large
1474,1475,NoTr,5,2522,2604,799,large,large
1475,1476,Tr,27,2522,2604,324,large,large
1476,1477,Tr,7,2522,2604,2437,large,large
1477,1478,NoTr,9,2522,2604,267,large,large
1478,1479,NoTr,17,2522,2604,674,large,large
1479,1480,NoTr,7,2522,2604,1249,large,large
1480,1481,NoTr,9,2522,2604,2313,large,large
1481,1482,NoTr,4,2522,2604,206,large,large
1482,1483,NoTr,4,2522,2604,207,large,large
1483,1484,NoTr,7,2522,2604,208,large,large
1484,1485,NoTr,4,2522,2604,210,large,large
1485,1486,NoTr,3,2522,2604,892,large,large
1486,1487,NoTr,9,2522,2604,2217,large,large
1487,1488,NoTr,12,2522,2604,1196,large,large
1488,1489,NoTr,7,2522,2604,2678,large,large
1489,1490,Tr,11,2522,2604,1810,large,large
1490,1491,Tr,14,2522,2604,964,large,large
1491,1492,Tr,20,2522,2604,782,large,large
1492,1493,NoTr,1,4,4,211,small,small
1493,1494,NoTr,6,4,4,212,small,small
1494,1495,NoTr,1,4,4,2275,small,small
1495,1496,NoTr,1,4,4,2849,small,small
1496,1497,NoTr,1,1,1,213,small,small
1497,1498,Tr,4,1,2604,2798,small,large
1498,1499,NoTr,5,2522,2604,1963,large,large
1499,1500,NoTr,2,2522,2604,215,large,large
1500,1501,NoTr,21,2522,2604,216,large,large
1501,1502,NoTr,8,2522,2604,217,large,large
1502,1503,NoTr,9,2522,2604,867,large,large
1503,1504,Tr,8,2522,2604,507,large,large
1504,1505,NoTr,4,2522,2604,868,large,large
1505,1506,NoTr,15,2522,2604,869,large,large
1506,1507,NoTr,9,2522,2604,871,large,large
1507,1508,Tr,7,2522,2604,872,large,large
1508,1509,Tr,9,2522,2604,873,large,large
1509,1510,Tr,9,2522,2604,874,large,large
1510,1511,Tr,9,2522,2604,877,large,large
1511,1512,NoTr,12,2522,2604,406,large,large
1512,1513,NoTr,20,2522,2604,528,large,large
1513,1514,NoTr,3,2522,2604,218,large,large
1514,1515,NoTr,2,2522,2604,219,large,large
1515,1516,NoTr,9,2522,2604,599,large,large
1516,1517,Tr,11,2522,2604,1745,large,large
1517,1518,NoTr,5,2522,2604,2684,large,large
1518,1519,NoTr,12,2522,2604,677,large,large
1519,1520,Tr,13,2522,2604,912,large,large
1520,1521,Tr,25,2522,2604,741,large,large
1521,1522,NoTr,4,2,2,2045,small,small
1522,1523,NoTr,10,2522,2604,1661,large,large
1523,1524,NoTr,12,2522,2604,2184,large,large
1524,1525,NoTr,4,2522,2604,222,large,large
1525,1526,Tr,11,2522,2604,224,large,large
1526,1527,NoTr,9,2522,2604,2258,large,large
1527,1528,Tr,6,2522,2604,1922,large,large
1528,1529,NoTr,8,2522,2604,2650,large,large
1529,1530,NoTr,24,2522,2604,1555,large,large
1530,1531,Tr,23,2522,2604,1423,large,large
1531,1532,Tr,6,2522,2604,1116,large,large
1532,1533,Tr,8,2522,2604,1551,large,large
1533,1534,Tr,7,2522,2604,447,large,large
1534,1535,NoTr,6,2522,2604,1709,large,large
1535,1536,NoTr,13,2522,2604,583,large,large
1536,1537,Tr,21,2522,2604,428,large,large
1537,1538,Tr,2,1,2604,2656,small,large
1538,1539,NoTr,12,2522,2604,598,large,large
1539,1540,NoTr,7,2522,2604,2405,large,large
1540,1541,Tr,12,2522,2604,2492,large,large
1541,1542,NoTr,7,2522,2604,628,large,large
1542,1543,NoTr,2,2522,2604,227,large,large
1543,1544,Tr,28,2522,2604,1150,large,large
1544,1545,NoTr,19,2522,2604,906,large,large
1545,1546,Tr,14,2522,2604,731,large,large
1546,1547,NoTr,7,2522,2604,403,large,large
1547,1548,NoTr,10,2522,2604,1106,large,large
1548,1549,NoTr,8,2522,2604,1181,large,large
1549,1550,NoTr,14,2522,2604,2491,large,large
1550,1551,NoTr,4,2522,2604,2787,large,large
1551,1552,NoTr,5,2522,2604,1975,large,large
1552,1553,NoTr,28,2522,2604,437,large,large
1553,1554,NoTr,1,1,1,230,small,small
1554,1555,NoTr,8,2522,2604,546,large,large
1555,1556,NoTr,5,2522,2604,2124,large,large
1556,1557,NoTr,7,2522,2604,1540,large,large
1557,1558,NoTr,9,2522,2604,446,large,large
1558,1559,NoTr,7,2522,2604,711,large,large
1559,1560,NoTr,9,2522,2604,2280,large,large
1560,1561,NoTr,9,2522,2604,2641,large,large
1561,1562,NoTr,19,2522,2604,304,large,large
1562,1563,NoTr,8,2522,2604,232,large,large
1563,1564,NoTr,1,2,2,233,small,small
1564,1565,NoTr,8,2522,2604,234,large,large
1565,1566,NoTr,1,2,2,235,small,small
1566,1567,NoTr,4,2522,2604,237,large,large
1567,1568,NoTr,11,2522,2604,2331,large,large
1568,1569,NoTr,1,1,1,2702,small,small
1569,1570,NoTr,4,2522,2604,2022,large,large
1570,1571,Tr,6,2522,2604,1295,large,large
1571,1572,NoTr,8,2522,2604,1622,large,large
1572,1573,NoTr,16,2522,2604,1149,large,large
1573,1574,NoTr,8,2522,2604,488,large,large
1574,1575,Tr,16,2522,2604,477,large,large
1575,1576,NoTr,15,2522,2604,279,large,large
1576,1577,Tr,21,2522,2604,737,large,large
1577,1578,NoTr,7,2522,2604,420,large,large
1578,1579,Tr,9,2522,2604,1386,large,large
1579,1580,NoTr,1,1,1,2472,small,small
1580,1581,Tr,4,1,2604,1572,small,large
1581,1582,Tr,15,2522,2604,1827,large,large
1582,1583,NoTr,6,2522,2604,1513,large,large
1583,1584,NoTr,6,2522,2604,1158,large,large
1584,1585,NoTr,4,2522,2604,2460,large,large
1585,1586,NoTr,1,1,1,2903,small,small
1586,1587,NoTr,2,2522,2604,2918,large,large
1587,1588,NoTr,1,1,1,2479,small,small
1588,1589,NoTr,7,2522,2604,269,large,large
1589,1590,NoTr,4,2522,2604,1340,large,large
1590,1591,NoTr,1,1,1,241,small,small
1591,1592,NoTr,7,2522,2604,625,large,large
1592,1593,NoTr,7,2522,2604,2201,large,large
1593,1594,NoTr,11,2522,2604,575,large,large
1594,1595,NoTr,7,2522,2604,1670,large,large
1595,1596,Tr,13,2522,2604,1535,large,large
1596,1597,Tr,9,2522,2604,1170,large,large
1597,1598,NoTr,9,2522,2604,1068,large,large
1598,1599,NoTr,8,2522,2604,1694,large,large
1599,1600,Tr,15,2522,2604,1439,large,large
1600,1601,NoTr,16,2522,2604,1151,large,large
1601,1602,NoTr,6,2522,2604,2679,large,large
1602,1603,NoTr,11,2522,2604,2587,large,large
1603,1604,Tr,10,2522,2604,1565,large,large
1604,1605,NoTr,2,2,2,1985,small,small
1605,1606,Tr,6,2522,2604,1297,large,large
1606,1607,NoTr,9,2522,2604,1164,large,large
1607,1608,NoTr,1,1,1,248,small,small
1608,1609,NoTr,3,2522,2604,277,large,large
1609,1610,NoTr,26,2522,2604,1257,large,large
1610,1611,NoTr,5,2522,2604,1968,large,large
1611,1612,Tr,4,1,2604,2575,small,large
1612,1613,NoTr,24,2522,2604,895,large,large
1613,1614,NoTr,3,2522,2604,2173,large,large
1614,1615,NoTr,22,2522,2604,839,large,large
1615,1616,NoTr,1,1,1,250,small,small
1616,1617,NoTr,14,2522,2604,1805,large,large
1617,1618,NoTr,12,2522,2604,1979,large,large
1618,1619,NoTr,2,2522,2604,2471,large,large
1619,1620,Tr,8,2522,2604,1092,large,large
1620,1621,NoTr,3,2522,2604,252,large,large
1621,1622,NoTr,8,2522,2604,253,large,large
1622,1623,NoTr,5,2522,2604,254,large,large
1623,1624,NoTr,9,2522,2604,255,large,large
1624,1625,Tr,5,2,2604,1987,small,large
1625,1626,NoTr,7,2522,2604,1988,large,large
1626,1627,Tr,9,2522,2604,1989,large,large
1627,1628,NoTr,6,2522,2604,1669,large,large
1628,1629,NoTr,10,2522,2604,2244,large,large
1629,1630,NoTr,1,1,1,2526,small,small
1630,1631,Tr,9,2522,2604,1846,large,large
1631,1632,Tr,5,2522,2604,971,large,large
1632,1633,NoTr,1,1,1,256,small,small
1633,1634,NoTr,14,2522,2604,257,large,large
1634,1635,NoTr,10,2522,2604,439,large,large
1635,1636,NoTr,12,2522,2604,440,large,large
1636,1637,NoTr,5,2522,2604,444,large,large
1637,1638,Tr,15,2522,2604,448,large,large
1638,1639,NoTr,10,2522,2604,450,large,large
1639,1640,NoTr,10,2522,2604,259,large,large
1640,1641,Tr,11,2522,2604,2260,large,large
1641,1642,NoTr,11,2522,2604,263,large,large
1642,1643,NoTr,1,1,1,2465,small,small
1643,1644,NoTr,4,2522,2604,2544,large,large
1644,1645,NoTr,1,1,1,261,small,small
1645,1646,Tr,9,2522,2604,2591,large,large
1646,1647,Tr,3,1,2604,266,small,large
1647,1648,NoTr,6,2522,2604,268,large,large
1648,1649,Tr,12,2522,2604,270,large,large
1649,1650,Tr,4,1,2604,1452,small,large
1650,1651,NoTr,6,2522,2604,1612,large,large
1651,1652,NoTr,11,2522,2604,1168,large,large
1652,1653,NoTr,1,1,1,1613,small,small
1653,1654,Tr,15,2522,2604,1614,large,large
1654,1655,Tr,15,2522,2604,1615,large,large
1655,1656,NoTr,7,2522,2604,922,large,large
1656,1657,NoTr,4,2522,2604,1618,large,large
1657,1658,Tr,7,2522,2604,1468,large,large
1658,1659,NoTr,1,1,1,2232,small,small
1659,1660,NoTr,2,2522,2604,2233,large,large
1660,1661,NoTr,12,2522,2604,344,large,large
1661,1662,NoTr,10,2522,2604,659,large,large
1662,1663,NoTr,11,2522,2604,1392,large,large
1663,1664,NoTr,9,2522,2604,833,large,large
1664,1665,NoTr,1,1,1,2050,small,small
1665,1666,Tr,7,2522,2604,1754,large,large
1666,1667,NoTr,6,2522,2604,2738,large,large
1667,1668,NoTr,5,2522,2604,2739,large,large
1668,1669,NoTr,15,2522,2604,719,large,large
1669,1670,NoTr,1,1,1,2501,small,small
1670,1671,NoTr,7,2522,2604,1770,large,large
1671,1672,NoTr,10,2522,2604,1480,large,large
1672,1673,NoTr,4,2522,2604,1960,large,large
1673,1674,Tr,6,2522,2604,1856,large,large
1674,1675,Tr,9,2522,2604,2251,large,large
1675,1676,NoTr,11,2522,2604,861,large,large
1676,1677,Tr,13,2522,2604,1577,large,large
1677,1678,NoTr,3,2522,2604,2305,large,large
1678,1679,NoTr,4,2522,2604,1878,large,large
1679,1680,Tr,14,2522,2604,1131,large,large
1680,1681,Tr,6,2522,2604,2631,large,large
1681,1682,Tr,10,2522,2604,341,large,large
1682,1683,NoTr,4,2522,2604,2404,large,large
1683,1684,NoTr,2,2522,2604,274,large,large
1684,1685,NoTr,9,2522,2604,275,large,large
1685,1686,NoTr,12,2522,2604,276,large,large
1686,1687,Tr,15,2522,2604,541,large,large
1687,1688,Tr,8,2522,2604,1523,large,large
1688,1689,Tr,6,2522,2604,2467,large,large
1689,1690,NoTr,3,2522,2604,2468,large,large
1690,1691,NoTr,3,2522,2604,2469,large,large
1691,1692,NoTr,9,2522,2604,2104,large,large
1692,1693,NoTr,8,2522,2604,486,large,large
1693,1694,NoTr,12,2522,2604,1001,large,large
1694,1695,NoTr,6,2522,2604,2464,large,large
1695,1696,NoTr,13,2522,2604,669,large,large
1696,1697,NoTr,2,2522,2604,1649,large,large
1697,1698,NoTr,11,2522,2604,1301,large,large
1698,1699,NoTr,2,2522,2604,2565,large,large
1699,1700,NoTr,5,2522,2604,2427,large,large
1700,1701,Tr,9,2522,2604,2142,large,large
1701,1702,Tr,15,2522,2604,285,large,large
1702,1703,NoTr,19,2522,2604,286,large,large
1703,1704,Tr,15,2522,2604,292,large,large
1704,1705,NoTr,14,2522,2604,293,large,large
1705,1706,Tr,25,2522,2604,294,large,large
1706,1707,Tr,12,2522,2604,301,large,large
1707,1708,NoTr,12,2522,2604,303,large,large
1708,1709,NoTr,12,2522,2604,306,large,large
1709,1710,NoTr,9,2522,2604,307,large,large
1710,1711,Tr,11,2522,2604,416,large,large
1711,1712,NoTr,5,2522,2604,419,large,large
1712,1713,NoTr,26,2522,2604,538,large,large
1713,1714,NoTr,7,2522,2604,838,large,large
1714,1715,NoTr,2,2522,2604,1226,large,large
1715,1716,NoTr,2,2522,2604,1227,large,large
1716,1717,NoTr,7,2522,2604,1228,large,large
1717,1718,NoTr,12,2522,2604,1231,large,large
1718,1719,NoTr,7,2522,2604,1233,large,large
1719,1720,NoTr,5,2522,2604,1234,large,large
1720,1721,NoTr,9,2522,2604,1236,large,large
1721,1722,NoTr,10,2522,2604,1238,large,large
1722,1723,Tr,9,2522,2604,602,large,large
1723,1724,Tr,15,2522,2604,527,large,large
1724,1725,NoTr,18,2522,2604,638,large,large
1725,1726,NoTr,3,2522,2604,1672,large,large
1726,1727,NoTr,13,2522,2604,1643,large,large
1727,1728,NoTr,11,2522,2604,1117,large,large
1728,1729,Tr,9,2522,2604,2586,large,large
1729,1730,NoTr,5,2522,2604,2463,large,large
1730,1731,NoTr,7,2522,2604,1306,large,large
1731,1732,NoTr,8,2522,2604,2594,large,large
1732,1733,NoTr,4,2522,2604,1415,large,large
1733,1734,NoTr,19,2522,2604,1093,large,large
1734,1735,Tr,19,2522,2604,328,large,large
1735,1736,NoTr,10,2522,2604,1518,large,large
1736,1737,NoTr,11,2522,2604,463,large,large
1737,1738,Tr,12,2522,2604,2222,large,large
1738,1739,Tr,10,2522,2604,678,large,large
1739,1740,Tr,12,2522,2604,316,large,large
1740,1741,Tr,8,2522,2604,1796,large,large
1741,1742,Tr,24,2522,2604,339,large,large
1742,1743,Tr,20,2522,2604,1949,large,large
1743,1744,NoTr,25,2522,2604,434,large,large
1744,1745,NoTr,10,2522,2604,330,large,large
1745,1746,NoTr,5,2522,2604,2596,large,large
1746,1747,NoTr,5,2522,2604,935,large,large
1747,1748,NoTr,15,2522,2604,683,large,large
1748,1749,Tr,7,2522,2604,1757,large,large
1749,1750,NoTr,7,2522,2604,2417,large,large
1750,1751,NoTr,13,2522,2604,1112,large,large
1751,1752,NoTr,7,2522,2604,2419,large,large
1752,1753,Tr,5,2522,2604,2613,large,large
1753,1754,Tr,11,2522,2604,1221,large,large
1754,1755,NoTr,5,2522,2604,1625,large,large
1755,1756,Tr,12,2522,2604,1946,large,large
1756,1757,NoTr,10,2522,2604,1678,large,large
1757,1758,NoTr,7,2522,2604,2732,large,large
1758,1759,NoTr,16,2522,2604,644,large,large
1759,1760,NoTr,1,1,1,2806,small,small
1760,1761,NoTr,13,2522,2604,617,large,large
1761,1762,Tr,2,1,2604,1489,small,large
1762,1763,NoTr,9,2522,2604,2619,large,large
1763,1764,NoTr,14,2522,2604,1606,large,large
1764,1765,NoTr,7,2522,2604,2017,large,large
1765,1766,NoTr,9,2522,2604,2790,large,large
1766,1767,Tr,16,2522,2604,626,large,large
1767,1768,NoTr,5,2522,2604,1939,large,large
1768,1769,NoTr,10,2522,2604,2528,large,large
1769,1770,Tr,10,2522,2604,1713,large,large
1770,1771,NoTr,10,2522,2604,453,large,large
1771,1772,NoTr,2,2522,2604,2006,large,large
1772,1773,NoTr,9,2522,2604,1695,large,large
1773,1774,Tr,6,2522,2604,2772,large,large
1774,1775,Tr,15,2522,2604,2141,large,large
1775,1776,NoTr,6,2522,2604,2123,large,large
1776,1777,NoTr,7,2522,2604,2033,large,large
1777,1778,NoTr,25,2522,2604,462,large,large
1778,1779,NoTr,17,2522,2604,739,large,large
1779,1780,Tr,13,2522,2604,1896,large,large
1780,1781,NoTr,3,2522,2604,1610,large,large
1781,1782,NoTr,8,2522,2604,2624,large,large
1782,1783,Tr,12,2522,2604,742,large,large
1783,1784,NoTr,4,2522,2604,2223,large,large
1784,1785,Tr,15,2522,2604,511,large,large
1785,1786,Tr,18,2522,2604,1603,large,large
1786,1787,NoTr,7,2522,2604,2178,large,large
1787,1788,Tr,9,2522,2604,2229,large,large
1788,1789,NoTr,8,2522,2604,1173,large,large
1789,1790,NoTr,4,2522,2604,2742,large,large
1790,1791,NoTr,9,2522,2604,2531,large,large
1791,1792,NoTr,5,2522,2604,955,large,large
1792,1793,NoTr,11,2522,2604,1289,large,large
1793,1794,NoTr,2,2522,2604,2272,large,large
1794,1795,NoTr,12,2522,2604,2099,large,large
1795,1796,Tr,14,2522,2604,2578,large,large
1796,1797,Tr,7,4,2604,2880,small,large
1797,1798,NoTr,13,2522,2604,1222,large,large
1798,1799,NoTr,14,2522,2604,961,large,large
1799,1800,Tr,9,2522,2604,1722,large,large
1800,1801,NoTr,5,2522,2604,2028,large,large
1801,1802,Tr,7,2522,2604,1809,large,large
1802,1803,NoTr,6,2522,2604,2221,large,large
1803,1804,NoTr,10,2522,2604,794,large,large
1804,1805,NoTr,32,2522,2604,1251,large,large
1805,1806,NoTr,10,2522,2604,1341,large,large
1806,1807,Tr,4,1,2604,1447,small,large
1807,1808,NoTr,3,2522,2604,313,large,large
1808,1809,Tr,9,2522,2604,497,large,large
1809,1810,NoTr,23,2522,2604,704,large,large
1810,1811,Tr,20,2522,2604,657,large,large
1811,1812,NoTr,3,2522,2604,2811,large,large
1812,1813,NoTr,4,2522,2604,592,large,large
1813,1814,NoTr,7,2522,2604,1910,large,large
1814,1815,NoTr,2,2522,2604,2937,large,large
1815,1816,NoTr,2,2522,2604,1663,large,large
1816,1817,NoTr,1,1,1,2271,small,small
1817,1818,Tr,4,1,2604,858,small,large
1818,1819,Tr,1,1,1,2762,small,small
1819,1820,Tr,14,2522,2604,1180,large,large
1820,1821,NoTr,10,2522,2604,1211,large,large
1821,1822,NoTr,10,2522,2604,1208,large,large
1822,1823,NoTr,5,2522,2604,1828,large,large
1823,1824,NoTr,1,1,1,2882,small,small
1824,1825,NoTr,14,2522,2604,943,large,large
1825,1826,NoTr,3,2522,2604,2922,large,large
1826,1827,NoTr,16,2522,2604,1648,large,large
1827,1828,NoTr,2,2522,2604,1876,large,large
1828,1829,NoTr,6,2522,2604,1973,large,large
1829,1830,NoTr,4,2,2,2179,small,small
1830,1831,NoTr,5,2522,2604,2265,large,large
1831,1832,NoTr,4,2522,2604,2736,large,large
1832,1833,NoTr,8,2522,2604,790,large,large
1833,1834,NoTr,6,2522,2604,2722,large,large
1834,1835,Tr,9,2522,2604,2347,large,large
1835,1836,NoTr,4,2522,2604,2717,large,large
1836,1837,NoTr,9,2522,2604,2002,large,large
1837,1838,NoTr,12,2522,2604,2102,large,large
1838,1839,NoTr,12,2522,2604,1783,large,large
1839,1840,NoTr,1,1,1,2304,small,small
1840,1841,NoTr,7,2522,2604,2607,large,large
1841,1842,NoTr,10,2522,2604,310,large,large
1842,1843,Tr,21,2522,2604,312,large,large
1843,1844,NoTr,7,2522,2604,629,large,large
1844,1845,Tr,2,1,2604,630,small,large
1845,1846,Tr,14,2522,2604,633,large,large
1846,1847,NoTr,5,2522,2604,635,large,large
1847,1848,NoTr,5,2522,2604,723,large,large
1848,1849,NoTr,12,2522,2604,796,large,large
1849,1850,Tr,7,2522,2604,797,large,large
1850,1851,NoTr,7,2522,2604,800,large,large
1851,1852,NoTr,10,2522,2604,801,large,large
1852,1853,NoTr,4,2522,2604,1685,large,large
1853,1854,NoTr,15,2522,2604,586,large,large
1854,1855,NoTr,3,2522,2604,1640,large,large
1855,1856,Tr,14,2522,2604,1714,large,large
1856,1857,NoTr,21,2522,2604,1404,large,large
1857,1858,NoTr,6,2522,2604,1715,large,large
1858,1859,Tr,3,1,2604,1450,small,large
1859,1860,NoTr,1,2,2,2527,small,small
1860,1861,Tr,5,1,2604,1774,small,large
1861,1862,NoTr,1,2,2,2801,small,small
1862,1863,NoTr,10,2522,2604,1852,large,large
1863,1864,NoTr,23,2522,2604,503,large,large
1864,1865,NoTr,7,2522,2604,1367,large,large
1865,1866,NoTr,9,2522,2604,2532,large,large
1866,1867,NoTr,12,2522,2604,970,large,large
1867,1868,NoTr,10,2522,2604,1918,large,large
1868,1869,Tr,8,2522,2604,2829,large,large
1869,1870,Tr,9,2522,2604,2584,large,large
1870,1871,NoTr,7,2522,2604,999,large,large
1871,1872,Tr,4,1,2604,1948,small,large
1872,1873,NoTr,6,2522,2604,2453,large,large
1873,1874,NoTr,7,2522,2604,2789,large,large
1874,1875,NoTr,12,2522,2604,1033,large,large
1875,1876,NoTr,7,2522,2604,1611,large,large
1876,1877,NoTr,14,2522,2604,1561,large,large
1877,1878,Tr,10,2522,2604,923,large,large
1878,1879,NoTr,4,2522,2604,2864,large,large
1879,1880,NoTr,12,2522,2604,464,large,large
1880,1881,NoTr,6,2522,2604,2499,large,large
1881,1882,NoTr,1,1,1,2542,small,small
1882,1883,NoTr,12,2522,2604,1563,large,large
1883,1884,Tr,14,2522,2604,1245,large,large
1884,1885,NoTr,8,2522,2604,1264,large,large
1885,1886,Tr,4,2,2604,1477,small,large
1886,1887,Tr,11,2522,2604,984,large,large
1887,1888,NoTr,7,2522,2604,1363,large,large
1888,1889,NoTr,2,2522,2604,2869,large,large
1889,1890,NoTr,4,2522,2604,2255,large,large
1890,1891,Tr,26,2522,2604,1053,large,large
1891,1892,Tr,23,2522,2604,1203,large,large
1892,1893,NoTr,8,2522,2604,1880,large,large
1893,1894,NoTr,4,2522,2604,2430,large,large
1894,1895,NoTr,19,2522,2604,1081,large,large
1895,1896,Tr,14,2522,2604,1588,large,large
1896,1897,NoTr,16,2522,2604,1668,large,large
1897,1898,NoTr,5,2522,2604,2842,large,large
1898,1899,NoTr,1,1,1,2908,small,small
1899,1900,NoTr,6,2522,2604,688,large,large
1900,1901,NoTr,13,2522,2604,817,large,large
1901,1902,NoTr,13,2522,2604,1925,large,large
1902,1903,Tr,5,2522,2604,335,large,large
1903,1904,NoTr,6,2522,2604,337,large,large
1904,1905,NoTr,4,2522,2604,340,large,large
1905,1906,Tr,16,2522,2604,342,large,large
1906,1907,NoTr,3,2522,2604,348,large,large
1907,1908,NoTr,6,2522,2604,665,large,large
1908,1909,NoTr,16,2522,2604,1199,large,large
1909,1910,Tr,8,2522,2604,857,large,large
1910,1911,Tr,16,2522,2604,679,large,large
1911,1912,NoTr,12,2522,2604,1552,large,large
1912,1913,NoTr,1,1,1,1553,small,small
1913,1914,Tr,9,2522,2604,1554,large,large
1914,1915,Tr,10,2522,2604,944,large,large
1915,1916,NoTr,11,2522,2604,1322,large,large
1916,1917,Tr,3,1,2604,1442,small,large
1917,1918,Tr,11,2522,2604,1605,large,large
1918,1919,NoTr,10,2522,2604,1448,large,large
1919,1920,Tr,11,2522,2604,664,large,large
1920,1921,NoTr,4,2522,2604,1608,large,large
1921,1922,NoTr,19,2522,2604,1384,large,large
1922,1923,NoTr,8,2522,2604,1637,large,large
1923,1924,Tr,13,2522,2604,1015,large,large
1924,1925,NoTr,10,2522,2604,1638,large,large
1925,1926,NoTr,4,2522,2604,1641,large,large
1926,1927,NoTr,9,2522,2604,1105,large,large
1927,1928,Tr,14,2522,2604,1861,large,large
1928,1929,Tr,10,2522,2604,1303,large,large
1929,1930,Tr,12,2522,2604,682,large,large
1930,1931,NoTr,4,2522,2604,1111,large,large
1931,1932,NoTr,7,2522,2604,1951,large,large
1932,1933,NoTr,3,2522,2604,2019,large,large
1933,1934,NoTr,7,2522,2604,2113,large,large
1934,1935,NoTr,4,2522,2604,1677,large,large
1935,1936,NoTr,4,2,2604,991,small,large
1936,1937,NoTr,11,2522,2604,2382,large,large
1937,1938,NoTr,5,2522,2604,898,large,large
1938,1939,Tr,9,2522,2604,2081,large,large
1939,1940,Tr,5,2522,2604,2383,large,large
1940,1941,NoTr,14,2522,2604,751,large,large
1941,1942,NoTr,13,2522,2604,1542,large,large
1942,1943,NoTr,9,2522,2604,1838,large,large
1943,1944,NoTr,5,2522,2604,1958,large,large
1944,1945,NoTr,3,2522,2604,1176,large,large
1945,1946,NoTr,7,2522,2604,2530,large,large
1946,1947,Tr,9,2522,2604,2274,large,large
1947,1948,NoTr,2,2522,2604,2592,large,large
1948,1949,NoTr,6,2522,2604,1708,large,large
1949,1950,NoTr,4,2522,2604,2593,large,large
1950,1951,NoTr,16,2522,2604,822,large,large
1951,1952,NoTr,12,2522,2604,689,large,large
1952,1953,NoTr,15,2522,2604,533,large,large
1953,1954,Tr,10,2522,2604,1263,large,large
1954,1955,NoTr,12,2522,2604,1590,large,large
1955,1956,Tr,7,2522,2604,2713,large,large
1956,1957,NoTr,14,2522,2604,529,large,large
1957,1958,Tr,12,2522,2604,1826,large,large
1958,1959,Tr,12,2522,2604,2262,large,large
1959,1960,NoTr,5,2522,2604,2329,large,large
1960,1961,Tr,10,2522,2604,394,large,large
1961,1962,NoTr,9,2522,2604,2267,large,large
1962,1963,NoTr,4,2,2,2821,small,small
1963,1964,Tr,3,1,2604,2426,small,large
1964,1965,NoTr,1,1,1,2896,small,small
1965,1966,Tr,7,2522,2604,1014,large,large
1966,1967,Tr,9,2522,2604,894,large,large
1967,1968,Tr,10,2522,2604,1487,large,large
1968,1969,Tr,14,2522,2604,654,large,large
1969,1970,Tr,9,2522,2604,2524,large,large
1970,1971,NoTr,9,2522,2604,1156,large,large
1971,1972,NoTr,6,2522,2604,2744,large,large
1972,1973,NoTr,32,2522,2604,717,large,large
1973,1974,NoTr,20,2522,2604,772,large,large
1974,1975,NoTr,4,2522,2604,2066,large,large
1975,1976,Tr,13,2522,2604,614,large,large
1976,1977,NoTr,5,2522,2604,2127,large,large
1977,1978,Tr,10,2522,2604,355,large,large
1978,1979,Tr,20,2522,2604,1128,large,large
1979,1980,NoTr,6,2522,2604,360,large,large
1980,1981,Tr,7,2,2604,364,small,large
1981,1982,NoTr,13,2522,2604,368,large,large
1982,1983,NoTr,4,2522,2604,1996,large,large
1983,1984,Tr,17,2522,2604,1660,large,large
1984,1985,NoTr,8,2522,2604,1792,large,large
1985,1986,Tr,8,2522,2604,1355,large,large
1986,1987,NoTr,1,1,1,1654,small,small
1987,1988,NoTr,9,2522,2604,604,large,large
1988,1989,NoTr,8,2522,2604,1675,large,large
1989,1990,NoTr,11,2522,2604,884,large,large
1990,1991,Tr,9,2522,2604,2128,large,large
1991,1992,NoTr,16,2522,2604,950,large,large
1992,1993,NoTr,7,2522,2604,2730,large,large
1993,1994,NoTr,15,2522,2604,1201,large,large
1994,1995,Tr,15,2522,2604,2136,large,large
1995,1996,NoTr,10,2522,2604,1267,large,large
1996,1997,NoTr,5,2522,2604,2512,large,large
1997,1998,Tr,12,2522,2604,1732,large,large
1998,1999,NoTr,8,2522,2604,2752,large,large
1999,2000,NoTr,4,2522,2604,2887,large,large
2000,2001,Tr,8,2522,2604,2375,large,large
2001,2002,NoTr,4,2522,2604,926,large,large
2002,2003,Tr,7,2522,2604,2068,large,large
2003,2004,Tr,9,2522,2604,1493,large,large
2004,2005,NoTr,12,2522,2604,554,large,large
2005,2006,NoTr,11,2522,2604,1043,large,large
2006,2007,NoTr,8,2522,2604,2652,large,large
2007,2008,NoTr,6,2522,2604,2589,large,large
2008,2009,NoTr,2,2522,2604,1659,large,large
2009,2010,NoTr,4,2522,2604,855,large,large
2010,2011,NoTr,4,2522,2604,1997,large,large
2011,2012,NoTr,5,2522,2604,590,large,large
2012,2013,NoTr,8,2522,2604,1964,large,large
2013,2014,NoTr,16,2522,2604,2776,large,large
2014,2015,NoTr,1,2,1,2005,small,small
2015,2016,NoTr,14,2522,2604,1323,large,large
2016,2017,Tr,5,2522,2604,1126,large,large
2017,2018,NoTr,1,1,1,2912,small,small
2018,2019,NoTr,3,2522,2604,2661,large,large
