,V1,V2
247,20,409
248,20,2240
249,20,2241
250,20,182
251,20,149
252,21,17
253,21,247
254,21,1510
255,21,547
256,21,477
257,22,17
258,22,207
259,22,646
260,22,1977
261,23,17
262,23,191
263,23,2825
264,23,695
265,23,145
266,24,17
267,24,1013
268,24,2291
269,24,572
270,24,2301
271,24,536
272,24,706
273,24,805
274,24,2653
275,25,17
276,25,2093
277,25,992
278,25,502
279,25,534
280,25,2896
281,25,2499
282,25,1040
283,25,1347
284,25,1700
285,25,1713
286,26,17
287,26,417
288,26,1224
289,26,1587
290,26,881
291,26,363
292,26,731
293,26,271
294,26,2846
295,26,1050
296,26,307
297,26,886
298,26,119
299,27,28
300,27,29
301,27,30
302,27,31
303,27,32
304,28,27
305,28,1830
306,28,2697
307,28,369
308,28,678
309,29,27
310,29,2529
311,29,2564
312,29,1243
313,29,493
314,29,2677
315,29,216
316,29,664
317,29,753
318,29,2569
319,29,1111
320,30,27
321,30,648
322,30,1130
323,30,1368
324,30,1236
325,30,1229
326,30,625
327,30,1276
328,30,2799
329,30,1908
330,30,1226
331,30,526
332,30,750
333,30,254
334,30,2321
335,30,147
336,30,1363
337,30,641
338,31,27
339,31,1799
340,31,1297
341,32,27
342,32,2102
343,32,2132
344,32,1331
345,32,2290
346,32,2824
347,33,34
348,33,35
349,34,33
350,34,68
351,34,102
352,34,880
353,34,881
354,34,882
355,34,883
356,34,884
357,34,885
358,34,429
359,34,503
360,34,886
361,34,100
362,34,887
363,34,888
364,34,889
365,34,351
366,34,779
367,34,149
368,34,890
369,35,33
370,35,2131
371,35,1474
372,35,1448
373,35,1489
374,35,827
375,36,37
376,36,38
377,36,39
378,36,40
379,36,41
380,36,42
381,36,43
382,36,44
383,37,36
384,37,406
385,37,407
386,37,408
387,37,409
388,37,410
389,37,411
390,38,36
391,38,150
392,38,1257
393,38,1090
394,38,1956
395,38,1353
396,38,485
397,38,705
398,38,327
399,38,423
400,38,1430
401,38,1450
402,38,1957
403,38,1958
404,38,377
405,38,1015
406,38,1173
407,38,1246
408,39,36
409,39,57
410,39,104
411,39,2043
412,39,2045
413,39,1063
414,39,1533
415,39,1806
416,39,1923
417,39,228
418,40,36
419,40,460
420,40,817
421,40,864
422,40,2497
423,40,2677
424,40,988
425,40,2365
426,40,2449
427,40,888
428,40,1355
429,40,200
430,41,36
431,42,36
432,42,1659
433,42,1928
434,42,2373
435,42,339
436,42,887
437,42,952
438,42,960
439,42,593
440,43,36
441,43,2085
442,43,1947
443,43,565
444,43,2348
445,43,836
446,43,1450
447,43,862
448,44,2
449,44,36
450,44,2510
451,44,1325
452,44,2385
453,44,424
454,44,2359
455,45,46
456,45,47
457,45,48
458,45,49
459,45,50
460,45,51
461,45,52
462,45,53
463,46,45
464,46,1796
465,46,93
466,46,82
467,46,127
468,46,1797
469,46,1798
470,46,970
471,46,303
472,46,1718
473,46,1787
474,46,1114
475,46,268
476,46,91
477,46,1354
478,46,1465
479,46,168
480,46,1255
481,46,827
482,47,45
483,47,1270
484,47,1748
485,47,2057
486,47,1705
487,48,45
488,48,1934
489,48,1784
490,48,2139
491,48,1619
492,48,2607
493,48,2515
494,48,1078
495,48,1604
496,48,2647
497,48,1014
498,48,1201
499,48,1717
500,48,1806
501,48,426
502,48,1615
503,48,2648
504,48,185
505,48,281
506,49,45
507,49,1145
508,49,126
509,49,1497
510,49,2218
511,49,1687
512,49,2813
513,49,268
514,50,45
515,50,414
516,50,1736
517,51,45
518,51,412
519,51,1153
520,51,1386
521,51,2418
522,51,2107
523,51,2357
524,51,587
525,51,1197
526,51,1058
527,51,2726
528,51,657
529,51,345
530,51,2124
531,51,862
532,51,971
533,51,2061
534,51,733
535,51,2620
536,51,2392
537,52,2
538,52,45
539,52,273
540,52,1799
541,52,2131
542,52,518
543,52,2453
544,52,1230
545,52,565
546,52,340
547,52,2365
548,52,1050
549,52,1276
550,52,1317
551,52,198
552,52,1757
553,52,1162
554,52,1806
555,52,182
556,52,777
557,52,569
558,52,752
559,52,2433
560,52,1363
561,52,1574
562,52,1720
563,53,45
564,53,998
565,53,1992
566,53,110
567,53,1428
568,53,619
569,53,2009
570,53,1418
571,53,626
572,53,2627
573,53,1333
574,53,2135
575,53,1266
576,53,166
577,53,1534
578,53,2087
579,53,444
580,53,763
581,53,2720
582,53,228
583,54,55
584,55,54
585,55,57
586,55,2064
587,55,670
588,55,2127
589,55,1627
590,55,2183
591,56,57
592,56,58
593,56,59
594,56,60
595,56,61
596,56,62
597,56,63
598,56,64
599,56,65
600,56,66
601,56,67
602,57,39
603,57,55
604,57,56
605,57,72
606,57,121
607,57,150
608,57,151
609,57,152
610,57,153
611,57,129
612,57,154
613,57,155
614,57,156
615,57,157
616,57,158
617,57,159
618,57,160
619,57,161
620,57,162
621,57,163
622,57,164
623,57,165
624,57,166
625,57,167
626,57,168
627,57,169
628,58,56
629,58,668
630,58,175
631,58,465
632,58,1740
633,58,185
634,59,56
635,59,1996
636,59,2201
637,59,140
638,59,1120
639,59,752
640,60,56
641,60,431
642,60,868
643,60,1385
644,60,891
645,60,419
646,60,187
647,60,2410
648,60,2635
649,60,721
650,60,1480
651,60,2116
652,60,435
653,60,1420
654,60,2797
655,60,1430
656,60,2099
657,60,2050
658,60,930
659,60,1233
660,60,800
661,60,936
662,60,1392
663,60,2160
664,60,1183
665,60,879
666,60,478
667,61,56
668,61,2062
669,61,2546
670,61,2804
671,61,1342
672,61,2822
673,61,369
674,61,164
675,61,2830
676,61,310
677,61,70
678,61,2522
679,61,1581
680,62,5
681,62,56
682,62,1616
683,62,127
684,62,2242
685,62,2831
686,62,930
687,62,1081
688,62,1740
689,62,861
690,63,4
691,63,56
692,63,1895
693,63,1842
694,63,1770
695,63,1688
696,63,169
697,63,118
698,63,1653
699,64,56
700,64,2125
701,64,618
702,64,1265
703,64,2366
704,64,1074
705,64,1489
706,64,149
707,65,56
708,65,1076
709,65,322
710,65,2563
711,65,1196
712,65,164
713,65,2439
714,65,411
715,65,141
716,65,2036
717,65,888
718,65,1806
719,65,2245
720,65,1938
721,66,56
722,66,1043
723,66,2188
724,66,652
725,66,875
726,66,2676
727,66,960
728,66,762
729,66,1615
730,66,1502
731,66,954
732,66,979
733,66,318
734,67,56
735,67,1742
736,67,419
737,67,1998
738,67,236
739,67,2353
740,67,1979
741,67,339
742,67,2758
743,67,2849
744,67,1686
745,67,1451
746,67,1409
747,68,34
748,68,69
749,68,70
750,68,71
751,69,6
752,69,68
753,69,550
754,69,642
755,69,643
756,69,644
757,69,484
758,69,645
759,69,215
760,69,646
761,69,216
762,69,647
763,70,61
764,70,68
765,70,701
766,70,322
767,70,520
768,70,1571
769,70,2374
770,70,1375
771,70,2124
772,70,1491
773,70,1800
774,70,1805
775,70,184
776,70,800
777,70,1762
778,70,1653
779,70,1689
780,70,1293
781,71,4
782,71,68
783,71,1760
784,71,1777
785,71,2572
786,71,1832
787,71,1723
788,71,368
789,71,2397
790,71,1331
791,71,254
792,72,57
793,72,73
794,72,74
795,72,75
796,72,76
797,72,77
798,72,78
799,72,79
800,72,80
801,73,72
802,73,1606
803,73,982
804,73,2051
805,73,1198
806,74,72
807,74,1410
808,74,1827
809,74,1102
810,74,2030
811,74,2295
812,74,500
813,74,1760
814,74,2418
815,74,1411
816,74,2333
817,74,605
818,74,771
819,74,1609
820,74,526
821,74,2153
822,75,72
823,75,2049
824,75,441
825,75,2135
826,76,72
827,76,1044
828,76,125
829,76,2273
830,76,2393
831,77,72
832,77,629
833,77,484
834,77,1480
835,77,824
836,78,13
837,78,72
838,78,293
839,78,319
840,78,510
841,78,622
842,78,1281
843,78,1248
844,78,883
845,78,542
846,78,1949
847,78,130
848,78,1474
849,78,188
850,78,875
851,78,1717
852,78,1203
853,78,2227
854,78,838
855,78,993
856,78,1471
857,78,314
858,78,444
859,78,353
860,78,936
861,78,978
862,79,72
863,79,2649
864,79,1323
865,79,393
866,79,1757
867,79,997
868,79,2392
869,80,72
870,80,1503
871,80,125
872,80,2548
873,80,771
874,80,798
875,80,836
876,80,1533
877,80,149
878,80,2409
879,81,82
880,81,83
881,81,84
882,82,46
883,82,81
884,82,2124
885,82,328
886,82,1328
887,83,81
888,83,2290
889,83,2828
890,83,2007
891,83,2031
892,84,81
893,84,510
894,84,1112
895,84,289
896,84,187
897,84,892
898,84,1235
899,84,916
900,84,1243
901,84,1086
902,84,848
903,84,1253
904,84,820
905,84,325
906,84,2402
907,84,1752
908,84,2491
909,84,805
910,84,1944
911,84,488
912,84,2329
913,84,181
914,84,1162
915,84,1288
916,84,1040
917,84,2682
918,84,977
919,84,382
920,84,2485
921,84,1268
922,84,1363
923,84,979
924,85,86
925,85,87
926,85,88
927,85,89
928,85,90
929,85,91
930,86,85
931,86,964
932,86,880
933,86,1083
934,86,1153
935,86,1528
936,86,660
937,86,891
938,86,1145
939,86,1096
940,86,130
941,86,2231
942,86,2144
943,86,966
944,86,1916
945,86,2432
946,86,1063
947,86,1631
948,86,865
949,86,1608
950,86,855
951,86,1459
952,86,761
953,86,2394
954,86,1923
955,86,1813
956,86,1393
957,86,1672
958,86,530
959,86,491
960,87,85
961,87,557
962,87,796
963,87,1805
964,87,1650
965,88,85
966,88,893
967,88,1342
968,88,1750
969,88,2205
970,89,85
971,89,1536
972,89,2039
973,89,1036
974,89,1233
975,89,1268
976,89,1653
977,89,867
978,89,416
979,90,85
980,90,668
981,90,213
982,90,802
983,90,1229
984,90,1157
985,90,1919
986,90,111
987,90,1885
988,90,1468
989,90,343
990,90,179
991,90,487
992,90,286
993,90,528
994,90,959
995,90,807
996,90,639
997,90,763
998,90,1593
999,90,1185
1000,90,333
1001,91,46
1002,91,85
1003,91,428
1004,91,980
1005,91,106
1006,91,127
1007,91,1165
1008,91,1619
1009,91,2186
1010,91,1769
1011,91,97
1012,91,156
1013,91,2308
1014,91,485
1015,91,1756
1016,91,1553
1017,91,2160
1018,91,1556
1019,91,228
1020,92,93
1021,92,94
1022,92,95
1023,92,96
1024,92,97
1025,92,98
1026,92,99
1027,92,100
1028,92,101
1029,93,11
1030,93,46
1031,93,92
1032,93,738
1033,93,2035
1034,93,1261
1035,93,694
1036,93,198
1037,93,2036
1038,93,2037
1039,93,2038
1040,93,1653
1041,94,92
1042,94,1282
1043,94,1225
1044,94,572
1045,94,1638
1046,94,1090
1047,94,1199
1048,94,2499
1049,94,120
1050,95,92
1051,95,517
1052,95,2273
1053,95,128
1054,95,811
1055,96,92
1056,96,1282
1057,96,1831
1058,96,1602
1059,96,802
1060,96,643
1061,96,271
1062,96,2395
1063,96,794
1064,96,699
1065,96,2549
1066,97,91
1067,97,92
1068,97,1698
1069,97,2055
1070,97,1331
1071,97,835
1072,97,909
1073,97,971
1074,97,2808
1075,97,1305
1076,98,92
1077,98,631
1078,98,1808
1079,98,1240
1080,98,992
1081,98,1778
1082,98,1114
1083,98,309
1084,98,1266
1085,98,2527
1086,99,19
1087,99,92
1088,99,202
1089,99,1949
1090,99,2237
1091,99,1959
1092,99,2822
1093,99,1573
1094,99,687
1095,99,1881
1096,99,825
1097,99,752
1098,99,1923
1099,99,2824
1100,99,641
1101,100,34
1102,100,92
1103,100,186
1104,100,460
1105,100,611
1106,100,2509
1107,100,1411
1108,100,407
1109,100,2802
1110,100,1622
1111,100,1881
1112,100,1232
1113,100,489
1114,100,1040
1115,100,877
1116,101,92
1117,101,2005
1118,101,1645
1119,101,2839
1120,101,910
1121,101,1460
1122,101,182
1123,101,1649
1124,101,114
1125,101,960
1126,101,1485
1127,101,468
1128,101,2245
1129,102,34
1130,102,103
1131,102,104
1132,102,105
1133,102,106
1134,102,107
1135,102,108
1136,102,109
1137,102,110
1138,102,111
1139,102,112
1140,102,113
1141,102,114
1142,102,115
1143,102,116
1144,102,117
1145,102,118
1146,102,119
1147,102,120
1148,103,102
1149,103,412
1150,103,413
1151,103,414
1152,103,415
1153,103,416
1154,104,39
1155,104,102
1156,104,426
1157,104,427
1158,105,102
1159,105,269
1160,105,683
1161,105,572
1162,105,684
1163,105,662
1164,105,685
1165,105,686
1166,105,687
1167,105,688
1168,105,689
1169,105,690
1170,105,691
1171,105,514
1172,106,91
1173,106,102
1174,106,282
1175,106,843
1176,106,884
1177,106,386
1178,106,1545
1179,106,759
1180,106,307
1181,106,1546
1182,106,1547
1183,106,179
1184,106,1548
1185,106,185
1186,107,102
1187,107,622
1188,107,1310
1189,107,551
1190,107,1606
1191,107,542
1192,107,1607
1193,107,1560
1194,107,1037
1195,107,1258
1196,107,534
1197,107,524
1198,107,1196
1199,107,1063
1200,107,1608
1201,107,1609
1202,107,1610
1203,107,475
1204,107,1611
1205,107,1612
1206,107,1613
1207,107,1614
1208,107,752
1209,107,1615
1210,107,1586
1211,107,1174
1212,108,102
1213,108,124
1214,108,1167
1215,108,2174
1216,108,814
1217,109,102
1218,109,170
1219,109,631
1220,109,110
1221,109,1683
1222,109,402
1223,110,53
1224,110,102
1225,110,109
1226,110,1228
1227,110,1248
1228,110,1708
1229,110,2070
1230,110,1350
1231,110,1808
1232,110,2168
1233,110,2644
1234,110,1723
1235,110,1939
1236,110,1526
1237,110,276
1238,110,2645
1239,110,2082
1240,110,589
1241,110,912
1242,110,2646
1243,110,2160
1244,111,90
1245,111,102
1246,111,2166
1247,111,970
1248,111,1769
1249,111,1715
1250,111,133
1251,111,1935
1252,111,175
1253,111,604
1254,111,1952
1255,111,1878
1256,111,905
1257,111,1748
1258,111,1197
1259,111,851
1260,111,771
1261,111,1735
1262,111,918
1263,111,1623
1264,111,1202
1265,111,1152
1266,111,1566
1267,111,753
1268,111,354
1269,112,102
1270,112,292
1271,112,2225
1272,112,2213
1273,112,1109
1274,112,372
1275,112,168
1276,112,2560
1277,113,102
1278,113,123
1279,113,1696
1280,113,2635
1281,113,985
1282,113,506
1283,113,196
1284,113,1639
1285,113,2824
1286,113,1653
1287,114,101
1288,114,102
1289,114,844
1290,114,1432
1291,114,2155
1292,114,2051
1293,114,2904
1294,114,310
1295,114,1172
1296,114,1705
1297,115,102
1298,115,1765
1299,115,746
1300,115,1226
1301,115,2487
1302,116,2
1303,116,102
1304,116,1021
1305,116,1075
1306,116,1076
1307,116,1520
1308,116,892
1309,116,1928
1310,116,2494
1311,116,2552
1312,116,1177
1313,116,1661
1314,116,1604
1315,116,489
1316,116,458
1317,116,2294
1318,116,351
1319,116,515
1320,116,1807
1321,117,12
1322,117,102
1323,117,637
1324,117,1616
1325,117,892
1326,117,1368
1327,117,300
1328,117,2563
1329,117,2121
1330,117,1730
1331,117,155
1332,117,2122
1333,117,2790
1334,117,2616
1335,117,1646
1336,117,165
1337,117,824
1338,117,1740
1339,117,169
1340,117,240
1341,118,63
1342,118,102
1343,118,730
1344,118,888
1345,119,19
1346,119,26
1347,119,102
1348,119,1520
1349,119,419
1350,119,2237
1351,119,300
1352,119,486
1353,119,687
1354,119,198
1355,119,1414
1356,119,1394
1357,120,94
1358,120,102
1359,120,1506
1360,120,283
1361,120,1132
1362,120,791
1363,120,1766
1364,120,2397
1365,120,1583
1366,120,1325
1367,120,1159
1368,120,2279
1369,120,626
1370,120,372
1371,120,197
1372,120,774
1373,120,1072
1374,120,1575
1375,121,57
1376,121,122
1377,121,123
1378,121,124
1379,121,125
1380,121,126
1381,121,127
1382,121,128
1383,121,129
1384,121,130
1385,121,131
1386,121,132
1387,121,133
1388,121,134
1389,121,135
1390,121,136
1391,121,137
1392,121,138
1393,121,139
1394,121,140
1395,121,141
1396,121,142
1397,121,143
1398,121,144
1399,121,145
1400,121,146
1401,121,147
1402,121,148
1403,121,149
1404,122,121
1405,122,511
1406,122,701
1407,122,170
1408,122,153
1409,122,1205
1410,122,1206
1411,122,303
1412,122,215
1413,122,1207
1414,122,1208
1415,122,1209
1416,122,1210
1417,122,1211
1418,122,146
1419,123,113
1420,123,121
1421,123,1066
1422,123,170
1423,123,187
1424,123,1808
1425,123,1809
1426,123,387
1427,123,1810
1428,123,1811
1429,123,1812
1430,123,1430
1431,123,1449
1432,123,1613
1433,123,1813
1434,123,1204
1435,123,1291
1436,124,108
1437,124,121
1438,124,660
1439,124,1825
1440,124,1826
1441,124,1432
1442,124,1597
1443,125,76
1444,125,80
1445,125,121
1446,125,186
1447,125,1536
1448,125,2025
1449,125,1607
1450,125,2075
1451,125,1979
1452,125,1069
1453,125,2158
1454,125,2159
1455,125,411
1456,125,824
1457,125,147
1458,125,2160
1459,126,49
1460,126,121
1461,126,1627
1462,126,1987
1463,126,1214
1464,126,2176
1465,126,1751
1466,126,1159
1467,126,2177
1468,126,2178
1469,126,1362
1470,126,1964
1471,126,1564
1472,127,46
1473,127,62
1474,127,91
1475,127,121
1476,127,186
1477,127,1934
1478,127,2001
1479,127,2120
1480,127,2138
1481,127,2186
1482,127,790
1483,127,658
1484,127,697
1485,127,1073
1486,127,2187
1487,128,95
1488,128,121
1489,128,924
1490,128,1627
1491,128,1010
1492,128,1438
1493,128,2443
1494,128,2444
1495,128,1090
1496,128,1583
1497,128,1812
1498,128,216
1499,128,1516
1500,128,1139
1501,128,589
1502,128,639
1503,128,1142
1504,128,1970
1505,129,57
1506,129,121
1507,129,972
1508,129,481
1509,129,1212
1510,129,863
1511,129,916
1512,129,739
1513,129,644
1514,129,2445
1515,129,556
1516,129,2446
1517,129,544
1518,129,1366
1519,129,1782
1520,129,849
1521,129,557
1522,129,1218
1523,129,929
1524,129,1945
1525,129,497
1526,129,815
1527,129,778
1528,129,1625
1529,129,1884
1530,129,331
1531,129,382
1532,129,2350
1533,129,1819
1534,129,963
1535,130,78
1536,130,86
1537,130,121
1538,130,1364
1539,130,1005
1540,130,538
1541,130,2478
1542,130,698
1543,130,1649
1544,130,690
1545,130,859
1546,130,2197
1547,130,351
1548,130,1073
1549,130,862
1550,130,1576
1551,130,979
1552,131,10
1553,131,121
1554,131,1616
1555,131,2335
1556,131,1769
1557,131,387
1558,131,2649
1559,131,544
1560,131,271
1561,131,1510
1562,131,2629
1563,131,747
1564,131,1519
1565,131,1072
1566,131,2650
1567,132,121
1568,132,430
1569,132,1338
1570,132,631
1571,132,1411
1572,132,961
1573,133,111
1574,133,121
1575,133,790
1576,133,1967
1577,133,1390
1578,133,985
1579,133,2583
1580,133,1265
1581,133,1119
1582,134,12
1583,134,121
1584,134,1666
1585,134,2060
1586,134,507
1587,134,1639
1588,135,121
1589,135,991
1590,135,418
1591,135,783
1592,135,809
1593,135,1587
1594,135,439
1595,135,1892
1596,135,893
1597,135,2364
1598,135,623
1599,135,654
1600,135,1589
1601,135,2373
1602,135,1860
1603,135,1027
1604,135,1469
1605,135,832
1606,135,1512
1607,135,1058
1608,135,2801
1609,135,527
1610,135,2087
1611,135,960
1612,135,349
1613,135,1407
1614,135,1837
1615,135,2185
1616,135,877
1617,135,1088
1618,135,2086
1619,135,2620
1620,135,593
1621,135,963
1622,135,1423
1623,136,121
1624,136,1098
1625,136,391
1626,136,1233
1627,136,2441
1628,136,1771
1629,137,121
1630,137,204
1631,138,121
1632,138,402
1633,138,2187
1634,139,121
1635,139,648
1636,139,764
1637,139,151
1638,139,2363
1639,139,1525
1640,139,1647
1641,139,855
1642,139,328
1643,139,2271
1644,139,2151
1645,139,2031
1646,139,2424
1647,140,59
1648,140,121
1649,140,736
1650,140,1910
1651,140,1044
1652,140,524
1653,140,1933
1654,141,65
1655,141,121
1656,141,1190
1657,141,1340
1658,141,1084
1659,141,2418
1660,141,2743
1661,141,1811
1662,141,2179
1663,141,1371
1664,141,1649
1665,141,859
1666,141,333
1667,142,121
1668,142,2539
1669,142,2540
1670,142,2621
1671,142,658
1672,142,2129
1673,142,529
1674,142,1142
1675,142,2361
1676,142,2274
1677,142,459
1678,142,1678
1679,142,1713
1680,143,121
1681,143,446
1682,143,1096
1683,143,2273
1684,143,2152
1685,143,2408
1686,143,2348
1687,143,1540
1688,143,1649
1689,143,806
1690,144,121
1691,144,730
1692,144,2075
1693,144,1645
1694,144,905
1695,145,23
1696,145,121
1697,145,880
1698,145,1084
1699,145,2461
1700,145,2762
1701,145,1572
1702,145,1196
1703,145,546
1704,145,2889
1705,145,2274
1706,145,2508
1707,146,121
1708,146,122
1709,146,1034
1710,146,1282
1711,146,992
1712,146,1763
1713,146,521
1714,146,1390
1715,146,772
1716,146,796
1717,146,1727
1718,146,774
1719,146,930
1720,146,2151
1721,146,825
1722,146,467
1723,146,1615
1724,146,2632
1725,146,1268
1726,146,1144
1727,147,30
1728,147,121
1729,147,125
1730,147,2046
1731,147,2483
1732,147,2055
1733,147,239
1734,147,1264
1735,147,1139
1736,147,1244
1737,147,1182
1738,148,121
1739,148,1339
1740,148,298
1741,148,1521
1742,148,1525
1743,148,655
1744,148,2074
1745,148,1761
1746,148,1214
1747,148,1658
1748,148,626
1749,148,2201
1750,148,2813
1751,148,561
1752,148,2109
1753,148,997
1754,148,1829
1755,148,752
1756,148,1436
1757,148,1585
1758,148,1575
1759,148,490
1760,149,20
1761,149,34
1762,149,64
1763,149,80
1764,149,121
1765,149,1743
1766,149,2133
1767,149,1949
1768,149,1462
1769,149,2700
1770,149,2437
1771,149,1049
1772,149,486
1773,149,263
1774,149,1622
1775,149,935
1776,149,2632
1777,150,38
1778,150,57
1779,150,334
1780,150,383
1781,150,245
1782,150,384
1783,150,385
1784,150,367
1785,150,386
1786,150,387
1787,150,388
1788,150,155
1789,150,389
1790,150,390
1791,150,391
1792,150,392
1793,150,343
1794,150,393
1795,150,394
1796,150,395
1797,150,396
1798,150,397
1799,150,398
1800,150,399
1801,150,400
1802,150,401
1803,150,402
1804,150,403
1805,150,404
1806,150,405
1807,151,7
1808,151,57
1809,151,139
1810,151,781
1811,151,828
1812,151,829
1813,151,830
1814,151,245
1815,151,767
1816,151,831
1817,151,730
1818,151,336
1819,151,544
1820,151,832
1821,151,833
1822,151,834
1823,151,370
1824,151,835
1825,151,561
1826,151,836
1827,151,774
1828,151,837
1829,151,838
1830,151,839
1831,151,840
1832,151,841
1833,152,57
1834,152,734
1835,152,1130
1836,152,702
1837,152,1636
1838,152,1175
1839,152,739
1840,152,1968
1841,152,769
1842,152,388
1843,152,966
1844,152,225
1845,152,688
1846,152,1881
1847,152,1969
1848,152,347
1849,152,1953
1850,152,1040
1851,152,350
1852,152,1970
1853,152,753
1854,152,841
1855,152,1383
1856,152,1174
1857,153,57
1858,153,122
1859,153,471
1860,153,1537
1861,153,1673
1862,153,451
1863,153,2355
1864,153,1109
1865,153,593
1866,153,530
1867,153,1941
1868,154,6
1869,154,57
1870,154,1408
1871,154,902
1872,154,1022
1873,154,702
1874,154,1330
1875,154,2364
1876,154,720
1877,154,672
1878,154,2444
1879,154,1712
1880,154,1693
1881,154,155
1882,154,2075
1883,154,905
1884,154,277
1885,154,2595
1886,154,2386
1887,154,1180
1888,154,699
1889,155,57
1890,155,117
1891,155,150
1892,155,154
1893,155,637
1894,155,610
1895,155,970
1896,155,1190
1897,155,992
1898,155,2200
1899,155,571
1900,155,387
1901,155,2680
1902,155,2374
1903,155,565
1904,155,1629
1905,155,1353
1906,155,1277
1907,155,798
1908,155,1519
1909,155,1488
1910,155,977
1911,155,763
1912,155,1581
1913,155,2648
1914,155,1582
1915,155,1111
1916,155,1605
1917,156,57
1918,156,91
1919,156,1068
1920,156,846
1921,156,512
1922,156,2418
1923,156,261
1924,156,2377
1925,156,1150
1926,156,2474
1927,156,1244
1928,156,658
1929,157,15
1930,157,57
1931,157,1153
1932,157,783
1933,157,1248
1934,157,1230
1935,157,1833
1936,157,342
1937,157,558
1938,157,626
1939,157,908
1940,157,1137
1941,157,1138
1942,157,1452
1943,157,2625
1944,157,1222
1945,157,1566
1946,157,2620
1947,157,490
1948,158,57
1949,158,2186
1950,158,161
1951,158,806
1952,158,2809
1953,158,1440
1954,158,516
1955,159,57
1956,159,2002
1957,159,2067
1958,159,864
1959,159,463
1960,159,2225
1961,159,2481
1962,159,848
1963,159,1972
1964,159,1989
1965,159,1118
1966,159,1539
1967,159,635
1968,159,409
1969,159,698
1970,160,57
1971,160,463
1972,160,1353
1973,161,57
1974,161,158
1975,161,630
1976,161,1600
1977,161,2446
1978,162,57
1979,162,1367
1980,162,1175
1981,162,2072
1982,162,545
1983,162,1500
1984,162,402
1985,162,1485
1986,162,509
1987,162,841
1988,162,234
1989,162,516
1990,163,57
1991,163,617
1992,163,891
1993,163,669
1994,163,535
1995,163,340
1996,163,1208
1997,163,1732
1998,163,1872
1999,163,2485
2000,164,57
2001,164,61
2002,164,65
2003,164,709
2004,164,1536
2005,164,2208
2006,164,2132
2007,164,1583
2008,165,57
2009,165,117
2010,165,868
